Caption	Title	Extra	Gi	CreateDate	UpdateDate	Flags	TaxId	Slen	Biomol	MolType	Topology	SourceDb	SegSetSize	ProjectId	Genome	SubType	SubName	AssemblyGi	AssemblyAcc	Tech	Completeness	GeneticCode	Strand	Organism	Strain	BioSample
MK850483	Otidea adorniae isolate ALV18571 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|1625813016|gb|MK850483.1|	1625813016	2019/07/25	2019/07/25	0	2572847	619	genomic	dna	linear	insd	0	0	NA	isolate|specimen_voucher|country|isolation_source|collection_date|collected_by	ALV18571|MCVE 30105|Italy: Lecce, Vernole, Le Cesine Natural Reserve|under Quercus ilex|08-Nov-2018|V. Curcio	0	NA	NA	NA	1	NA	Otidea adorniae	NA	NA
KU987015	Otidea purpureogrisea voucher WZ 2157 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|1189960582|gb|KU987015.1|	1189960582	2018/03/19	2018/03/19	0	2930327	571	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|old_name|country|isolation_source|collection_date|collected_by	WZ 2157|Otidea sp.|China: Sichuan Province, Luding Xian|ascocarp|23-Aug-1997|D.S. Hibbett & Z. Wang	0	NA	NA	NA	1	NA	Otidea purpureogrisea	NA	NA
KU987016	Otidea hanseniae voucher XF007 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|1189960583|gb|KU987016.1|	1189960583	2018/03/19	2018/03/19	0	2974461	851	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|old_name|country|isolation_source|collection_date|collected_by	XF007|Otidea sp.|China: Gansu Province, Zhangye|ascocarp|07-Aug-2012|S.X. Wang	0	NA	NA	NA	1	NA	Otidea hanseniae	NA	NA
KU987017	Otidea korfii voucher Z.W. Ge 1913 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|1189960584|gb|KU987017.1|	1189960584	2018/03/19	2018/03/19	0	2974460	583	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|old_name|type_material|country|isolation_source|collection_date|collected_by	Z.W. Ge 1913|Otidea sp.|holotype of Otidea korfii|China: Sichuan Province, Luding Xian|ascocarp|19-Aug-2007|Z.W. Ge	0	NA	NA	NA	1	NA	Otidea korfii	NA	NA
KU987018	Otidea subpurpurea voucher HKAS 54449 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|1189960585|gb|KU987018.1|	1189960585	2018/03/19	2018/03/19	0	1983373	622	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source|collection_date|collected_by	HKAS 54449|China: Yunnan Province, Heilongtan|ascocarp|16-Aug-2008|Z.L. Yang	0	NA	NA	NA	1	NA	Otidea subpurpurea	NA	NA
KU987019	Otidea subpurpurea voucher HMAS 97530 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|1189960586|gb|KU987019.1|	1189960586	2018/03/19	2018/03/19	0	1983373	622	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source|collection_date|collected_by	HMAS 97530|China: Yunnan Province, Heilingtan|ascocarp|08-Oct-2005|Z.L. Yang	0	NA	NA	NA	1	NA	Otidea subpurpurea	NA	NA
KU987020	Otidea bicolor voucher HMAS 188415 28S ribosomal RNA gene, partial sequence	gi|1189960587|gb|KU987020.1|	1189960587	2018/03/19	2018/03/19	0	1983371	819	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source|collection_date|collected_by	HMAS 188415|China: Yunnan Province, Heilongtan|ascocarp|16-Aug-2008|Z.L. Yang	0	NA	NA	NA	1	NA	Otidea bicolor	NA	NA
KU987021	Otidea cochleata voucher HMAS 83564 28S ribosomal RNA gene, partial sequence	gi|1189960588|gb|KU987021.1|	1189960588	2018/03/19	2018/03/19	0	566116	854	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source|collection_date|collected_by	HMAS 83564|China: Xinjiang Province, Jimusaer|ascocarp|01-Aug-2003|W.Y. Zhuang & Y. Nong	0	NA	NA	NA	1	NA	Otidea cochleata	NA	NA
KU987022	Otidea olivaceobrunnea voucher HMAS 23948 28S ribosomal RNA gene, partial sequence	gi|1189960589|gb|KU987022.1|	1189960589	2018/03/19	2018/03/19	0	1983372	722	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source|collection_date|collected_by	HMAS 23948|China: Sichuan Province, Miyaluo|ascocarp|24-Aug-1958|Q.L. Hu	0	NA	NA	NA	1	NA	Otidea olivaceobrunnea	NA	NA
MZ091707	Otidea sp. isolate WB0044 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316447|gb|MZ091707.1|	2032316447	2022/03/02	2022/03/02	0	1962194	680	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB0044|Canada|endophytic fungus recovered in culture on 2% malt extract agar from surface-sterilized Lycopod	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ018970	Otidea sp. isolate Endolichenic_WB1103 large subunit ribosomal RNA gene, partial sequence	gi|2029253618|gb|MZ018970.1|	2029253618	2022/03/02	2022/03/02	0	1962194	529	genomic	dna	linear	insd	0	0	NA	strain|isolate|country|isolation_source	WB1103|Endolichenic_WB1103|Canada: Western|endolichenic fungus recovered in culture on 2% malt extract agar from surface-steriled lichen thallus	0	NA	NA	NA	1	NA	Otidea sp.	WB1103	NA
MZ018971	Otidea sp. isolate Endolichenic_WB0981 large subunit ribosomal RNA gene, partial sequence	gi|2029253619|gb|MZ018971.1|	2029253619	2022/03/02	2022/03/02	0	1962194	506	genomic	dna	linear	insd	0	0	NA	strain|isolate|country|isolation_source	WB0981|Endolichenic_WB0981|Canada: Western|endolichenic fungus recovered in culture on 2% malt extract agar from surface-steriled lichen thallus	0	NA	NA	NA	1	NA	Otidea sp.	WB0981	NA
MZ018972	Otidea sp. isolate Endolichenic_WB1548 large subunit ribosomal RNA gene, partial sequence	gi|2029253620|gb|MZ018972.1|	2029253620	2022/03/02	2022/03/02	0	1962194	455	genomic	dna	linear	insd	0	0	NA	strain|isolate|country|isolation_source	WB1548|Endolichenic_WB1548|Canada: Western|endolichenic fungus recovered in culture on 2% malt extract agar from surface-steriled lichen thallus	0	NA	NA	NA	1	NA	Otidea sp.	WB1548	NA
MZ091701	Otidea sp. isolate SW0485 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316440|gb|MZ091701.1|	2032316440	2022/03/02	2022/03/02	0	1962194	542	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	SW0485|Sweden|endolichenic fungus recovered in culture on 2% malt extract agar from surface-sterilized saxicolous lichen thallus	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091702	Otidea sp. isolate WB1103 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316441|gb|MZ091702.1|	2032316441	2022/03/02	2022/03/02	0	1962194	589	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB1103|Canada|endolichenic fungus recovered in culture on 2% malt extract agar from surface-steriled terricolous lichen thallus	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091703	Otidea sp. isolate WB0042 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316442|gb|MZ091703.1|	2032316442	2022/03/02	2022/03/02	0	1962194	755	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB0042|Canada|endophytic fungus recovered in culture on 2% malt extract agar from surface-sterilized Lycopod	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091704	Otidea sp. isolate WB0013 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316444|gb|MZ091704.1|	2032316444	2022/03/02	2022/03/02	0	1962194	724	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB0013|Canada|endophytic fungus recovered in culture on 2% malt extract agar from surface-sterilized bryophyte	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091705	Otidea sp. isolate WB0032 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316445|gb|MZ091705.1|	2032316445	2022/03/02	2022/03/02	0	1962194	711	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB0032|Canada|endophytic fungus recovered in culture on 2% malt extract agar from surface-sterilized Lycopod	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091706	Otidea sp. isolate WB1704 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316446|gb|MZ091706.1|	2032316446	2022/03/02	2022/03/02	0	1962194	641	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB1704|Canada|endolichenic fungus recovered in culture on 2% malt extract agar from surface-steriled terricolous/muscicolous lichen thallus	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ018969	Otidea sp. isolate Endolichenic_SW0485 large subunit ribosomal RNA gene, partial sequence	gi|2029253604|gb|MZ018969.1|	2029253604	2022/03/02	2022/03/02	0	1962194	465	genomic	dna	linear	insd	0	0	NA	strain|isolate|country|isolation_source	SW0485|Endolichenic_SW0485|Sweden|endolichenic fungus recovered in culture on 2% malt extract agar from surface-steriled lichen thallus	0	NA	NA	NA	1	NA	Otidea sp.	SW0485	NA
MZ091708	Otidea sp. isolate WB0056 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316449|gb|MZ091708.1|	2032316449	2022/03/02	2022/03/02	0	1962194	704	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB0056|Canada|endophytic fungus recovered in culture on 2% malt extract agar from surface-sterilized Lycopod	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091709	Otidea sp. isolate SW0110 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316450|gb|MZ091709.1|	2032316450	2022/03/02	2022/03/02	0	1962194	676	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	SW0110|Sweden|endophytic fungus recovered in culture on 2% malt extract agar from surface-sterilized bryophyte	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091710	Otidea sp. isolate WB0761 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316451|gb|MZ091710.1|	2032316451	2022/03/02	2022/03/02	0	1962194	675	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB0761|Canada|endophytic fungus recovered in culture on 2% malt extract agar from surface-sterilized bryophyte	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091711	Otidea sp. isolate AK1952 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316452|gb|MZ091711.1|	2032316452	2022/03/02	2022/03/02	0	1962194	735	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	AK1952|USA: Alaska|endophytic fungus recovered in culture on 2% malt extract agar from surface-sterilized bryophyte	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091712	Otidea sp. isolate WB0981 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316454|gb|MZ091712.1|	2032316454	2022/03/02	2022/03/02	0	1962194	705	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB0981|Canada|endolichenic fungus recovered in culture on 2% malt extract agar from surface-steriled lichen thallus	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ091713	Otidea sp. isolate WB1548 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2032316455|gb|MZ091713.1|	2032316455	2022/03/02	2022/03/02	0	1962194	621	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source	WB1548|Canada|endolichenic fungus recovered in culture on 2% malt extract agar from surface-steriled lichen thallus	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MZ150382	Otidea onotica voucher Otidea_onotica_MIN933309 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2034398864|gb|MZ150382.1|	2034398864	2022/03/02	2022/03/02	0	61494	581	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	Otidea_onotica_MIN933309|USA: Minnesota, Chisago Co., Wild River State Park|23-Jul-2010|Rosanne Healy	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
MZ150383	Otidea unicisa voucher Otidea_unicisa_FLAS-F-66494 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2034398865|gb|MZ150383.1|	2034398865	2022/03/02	2022/03/02	0	1319885	534	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	Otidea_unicisa_FLAS-F-66494|USA: West Virginia, Morgantown, West Virginia Botanic Garden|19-Jul-2019|Django Grootmyers	0	NA	NA	NA	1	NA	Otidea unicisa	NA	NA
MZ150384	Otidea unicisa voucher Otidea_unicisa_RH1746 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2034398866|gb|MZ150384.1|	2034398866	2022/03/02	2022/03/02	0	1319885	562	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	Otidea_unicisa_RH1746|USA: MA, Worcester Co., Wayland Woods|20-Jul-2014|Jason Karakehian	0	NA	NA	NA	1	NA	Otidea unicisa	NA	NA
MW028106	Otidea sp. clone Plot3_33_M1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|1907744099|gb|MW028106.1|	1907744099	2020/09/27	2020/09/29	0	1962194	613	genomic	dna	linear	insd	0	0	NA	host|clone	Quercus pubescens roots|Plot3_33_M1	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MT156506	Otidea unicisa voucher FLAS:MES-2174 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|1818942793|gb|MT156506.1|	1818942793	2020/03/12	2020/03/12	0	1319885	590	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	FLAS:MES-2174|USA: Shenandoah Valley, Virginia	0	NA	NA	NA	1	NA	Otidea unicisa	NA	NA
MT322825	Otidea caeruleopruinosa voucher GDOR 4362 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|1829912104|gb|MT322825.1|	1829912104	2020/04/17	2020/04/17	0	1421059	597	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collected_by	GDOR 4362|Italy|M. Carbone, F. Boccardo	0	NA	NA	NA	1	NA	Otidea caeruleopruinosa	NA	NA
MT350445	Otidea sp. voucher FLAS-F-64209 MO397976 large subunit ribosomal RNA gene, partial sequence	gi|1832307419|gb|MT350445.1|	1832307419	2020/04/22	2020/04/22	0	1962194	874	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	FLAS-F-64209 MO397976|USA: WV, Tucker Co., Blackwater Falls State Park|sporocarp|19-Jul-2019|Django Grootmyers	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MT350446	Otidea sp. voucher FLAS-F-62365 large subunit ribosomal RNA gene, partial sequence	gi|1832307420|gb|MT350446.1|	1832307420	2020/04/22	2020/04/22	0	1962194	833	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	FLAS-F-62365|USA: OH, Vandalia,Taylorsville Metro Park|sporocarp|24-Jul-2016|Django Grootmyers	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MT350447	Otidea unicisa voucher TENN-65454 large subunit ribosomal RNA gene, partial sequence	gi|1832307421|gb|MT350447.1|	1832307421	2020/04/22	2020/04/22	0	1319885	747	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	TENN-65454|USA: Tennessee, Great Smoky Mountains National Park, Maddron Bald Trail|sporocarp|27-Jul-2009|M.B. Pilkington	0	NA	NA	NA	1	NA	Otidea unicisa	NA	NA
MT373946	Otidea sp. voucher FLAS-F-64209 MO397976 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|1834425636|gb|MT373946.1|	1834425636	2020/04/29	2020/04/29	0	1962194	625	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	FLAS-F-64209 MO397976|USA: WV, Tucker Co., Blackwater Falls State Park|sporocarp|19-Jul-2019|Django Grootmyers	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MT373947	Otidea sp. voucher FLAS-F-62365 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|1834425637|gb|MT373947.1|	1834425637	2020/04/29	2020/04/29	0	1962194	622	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	FLAS-F-62365|USA: OH, Vandalia,Taylorsville Metro Park|sporocarp|24-Jul-2016|Django Grootmyers	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MT373948	Otidea unicisa voucher FH RH1666 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|1834425638|gb|MT373948.1|	1834425638	2020/04/29	2020/04/29	0	1319885	1461	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	FH RH1666|USA: NH, Strafford Co., New Durham|sporocarp|16-Aug-2014|Teresa Itturiaga	0	NA	NA	NA	1	NA	Otidea unicisa	NA	NA
MT644895	Otidea onotica isolate DM1084 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|1859735577|gb|MT644895.1|	1859735577	2020/06/24	2020/06/24	0	61494	3874	genomic	dna	linear	insd	0	0	NA	isolate|specimen_voucher|country|collection_date	DM1084|DMS-9327924|Denmark|09-Sep-2018	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
MZ150385	Otidea sp. voucher Otidea_MIN-933333_RH1393 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2034398867|gb|MZ150385.1|	2034398867	2022/03/02	2022/03/02	0	1962194	596	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	Otidea_MIN-933333_RH1393|USA: Minnesota, Morrison Co., Lake Alexander Scientific and Natural Area|16-Aug-2011|Rosanne Healy	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MW039902	Otidea sp. clone Otu0296 internal transcribed spacer 2, partial sequence	gi|1909421097|gb|MW039902.1|	1909421097	2020/09/30	2020/09/30	0	1962194	163	genomic	dna	linear	insd	0	0	NA	clone	Otu0296	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MW376696	Otidea alutacea voucher LUGO:ECC16111002 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|1946554736|gb|MW376696.1|	1946554736	2020/12/22	2021/01/25	0	88576	619	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by|identified_by	LUGO:ECC16111002|Spain: Galicia, Lugo, Courel|Castanea sativa and Quercus robur forest|10-Nov-2016|Julian Alonso-Diaz|Julian Alonso-Diaz	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
MW520022	Otidea sp. strain M540 large subunit ribosomal RNA gene, partial sequence	gi|1959477339|gb|MW520022.1|	1959477339	2021/01/30	2021/01/30	0	1962194	954	genomic	dna	linear	insd	0	0	NA	strain	M540	0	NA	NA	NA	1	NA	Otidea sp.	M540	NA
MW551141	Otidea sp. isolate M540 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|1969663142|gb|MW551141.1|	1969663142	2021/02/08	2021/02/08	0	1962194	797	genomic	dna	linear	insd	0	0	NA	isolate	M540	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
MW554241	Otidea bufonia voucher 110116MFBPC505 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|1969671719|gb|MW554241.1|	1969671719	2021/02/28	2021/02/28	0	566114	639	genomic	dna	linear	insd	0	0	NA	specimen_voucher	110116MFBPC505	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
MW554466	Otidea bufonia voucher 130732MFBPL0482 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|1969672062|gb|MW554466.1|	1969672062	2021/02/28	2021/02/28	0	566114	656	genomic	dna	linear	insd	0	0	NA	specimen_voucher	130732MFBPL0482	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
MW597184	Otidea leporina isolate SAT-16-244-14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|1983930623|gb|MW597184.1|	1983930623	2021/02/17	2021/02/17	0	47199	787	genomic	dna	linear	insd	0	0	NA	isolate|country|isolation_source|collection_date|collected_by|note	SAT-16-244-14|USA: Hand tram trail area, accessed from entrance to Crow Creek Mine, Crow Creek Rd, Girdwood, ALASKA|Scattered on mossy soil. Spruce-hemlock forest, with occasional alder and cottonwood.|31-Aug-2016|S.A. Trudell|AKFF-16-133	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
MW724241	Otidea bufonia voucher ZMU124_ITS internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2000159056|gb|MW724241.1|	2000159056	2021/03/15	2021/03/15	0	566114	566	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collected_by	ZMU124_ITS|China: ZunYi|Liu Le	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
OM714812	Otidea bicolor voucher HKAS 54453 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2194784763|gb|OM714812.1|	2194784763	2022/04/04	2022/04/04	0	1983371	631	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HKAS 54453|China: Yunnan	0	NA	NA	NA	1	NA	Otidea bicolor	NA	NA
OM672873	Otidea sp. voucher FLAS-F-68610 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2193983753|gb|OM672873.1|	2193983753	2022/02/19	2022/02/19	0	1962194	633	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	FLAS-F-68610|USA: TN, Great Smoky Mountains National Park, Whaley-Big Greenbrier Cemetery (near)|soil|14-Aug-2021|Kaori Hall	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
OM672886	Otidea sp. voucher FLAS-F-68639 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2193983766|gb|OM672886.1|	2193983766	2022/02/19	2022/02/19	0	1962194	640	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	FLAS-F-68639|USA: NC, Nantahala National Forest, Nantahala Gorge, Winding Stairs Road access, Nantahala River Bike Trail Access|on soil|08-Sep-2021|Matt Smith	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
OM672934	Otidea unicisa voucher FLAS-F-68727 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2193983814|gb|OM672934.1|	2193983814	2022/02/19	2022/02/19	0	1319885	607	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	FLAS-F-68727|USA: NC, Cashiers LandTrust, Sunset Rock Trail across from Highlands Biological Station|on soil|09-Sep-2021|Michelle Jusino	0	NA	NA	NA	1	NA	Otidea unicisa	NA	NA
OM672984	Otidea sp. voucher FLAS-F-68832 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2193983864|gb|OM672984.1|	2193983864	2022/02/19	2022/02/19	0	1962194	602	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|isolation_source|collection_date|collected_by	FLAS-F-68832|Canada: ON, Greenbelt, Ottawa|On the ground, along a hiking path.|11-Sep-2020|Igor Khomenko	0	NA	NA	NA	1	NA	Otidea sp.	NA	NA
OM672987	Otidea unicisa voucher FLAS-F-68835 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2193983867|gb|OM672987.1|	2193983867	2022/02/19	2022/02/19	0	1319885	606	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collected_by	FLAS-F-68835|USA: PA|Alden Dirks	0	NA	NA	NA	1	NA	Otidea unicisa	NA	NA
OM700202	Otidea alutacea voucher 420526MF0389 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2194713620|gb|OM700202.1|	2194713620	2022/04/04	2022/04/04	0	88576	632	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	420526MF0389|China	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
